year,month,time,ts,m,temperature
1821,5,1821-5-15 00:00:00,1821.375,may,11.1
1821,6,1821-6-15 00:00:00,1821.4583333333333,jun,12.5
1821,7,1821-7-15 00:00:00,1821.5416666666667,jul,14.7
1821,8,1821-8-15 00:00:00,1821.625,aug,16.2
1821,9,1821-9-15 00:00:00,1821.7083333333333,sep,13.9
1821,10,1821-10-15 00:00:00,1821.7916666666667,oct,8.4
1821,11,1821-11-15 00:00:00,1821.875,nov,5.9
1821,12,1821-12-15 00:00:00,1821.9583333333333,dec,3.2
1822,1,1822-1-15 00:00:00,1822.0416666666667,jan,1.2
1822,2,1822-2-15 00:00:00,1822.125,feb,2.6
1822,3,1822-3-15 00:00:00,1822.2083333333333,mar,6.4
1822,4,1822-4-15 00:00:00,1822.2916666666667,apr,8.5
1822,5,1822-5-15 00:00:00,1822.375,may,14.1
1822,6,1822-6-15 00:00:00,1822.4583333333333,jun,18.1
1822,7,1822-7-15 00:00:00,1822.5416666666667,jul,17.5
1822,8,1822-8-15 00:00:00,1822.625,aug,16.5
1822,9,1822-9-15 00:00:00,1822.7083333333333,sep,12.9
1822,10,1822-10-15 00:00:00,1822.7916666666667,oct,10.1
1822,11,1822-11-15 00:00:00,1822.875,nov,5.3
1822,12,1822-12-15 00:00:00,1822.9583333333333,dec,-2.9
1823,1,1823-1-15 00:00:00,1823.0416666666667,jan,-8.1
1823,2,1823-2-15 00:00:00,1823.125,feb,0.3
1823,3,1823-3-15 00:00:00,1823.2083333333333,mar,3.2
1823,4,1823-4-15 00:00:00,1823.2916666666667,apr,6.3
1823,5,1823-5-15 00:00:00,1823.375,may,13
1823,6,1823-6-15 00:00:00,1823.4583333333333,jun,14.2
1823,7,1823-7-15 00:00:00,1823.5416666666667,jul,15.4
1823,8,1823-8-15 00:00:00,1823.625,aug,17.2
1823,9,1823-9-15 00:00:00,1823.7083333333333,sep,13.3
1823,10,1823-10-15 00:00:00,1823.7916666666667,oct,8.4
1823,11,1823-11-15 00:00:00,1823.875,nov,3.5
1823,12,1823-12-15 00:00:00,1823.9583333333333,dec,1.9
1824,1,1824-1-15 00:00:00,1824.0416666666667,jan,0.4
1824,2,1824-2-15 00:00:00,1824.125,feb,1.4
1824,3,1824-3-15 00:00:00,1824.2083333333333,mar,2.3
1824,4,1824-4-15 00:00:00,1824.2916666666667,apr,6.4
1824,5,1824-5-15 00:00:00,1824.375,may,11.4
1824,6,1824-6-15 00:00:00,1824.4583333333333,jun,14.8
1824,7,1824-7-15 00:00:00,1824.5416666666667,jul,16.9
1824,8,1824-8-15 00:00:00,1824.625,aug,16.4
1824,9,1824-9-15 00:00:00,1824.7083333333333,sep,14.6
1824,10,1824-10-15 00:00:00,1824.7916666666667,oct,8.9
1824,11,1824-11-15 00:00:00,1824.875,nov,5.4
1824,12,1824-12-15 00:00:00,1824.9583333333333,dec,4
1825,1,1825-1-15 00:00:00,1825.0416666666667,jan,1.3
1825,2,1825-2-15 00:00:00,1825.125,feb,0.1
1825,3,1825-3-15 00:00:00,1825.2083333333333,mar,0.6
1825,4,1825-4-15 00:00:00,1825.2916666666667,apr,8.7
1825,5,1825-5-15 00:00:00,1825.375,may,12.3
1825,6,1825-6-15 00:00:00,1825.4583333333333,jun,15
1825,7,1825-7-15 00:00:00,1825.5416666666667,jul,16.5
1825,8,1825-8-15 00:00:00,1825.625,aug,16.2
1825,9,1825-9-15 00:00:00,1825.7083333333333,sep,13.8
1825,10,1825-10-15 00:00:00,1825.7916666666667,oct,7.9
1825,11,1825-11-15 00:00:00,1825.875,nov,4.8
1825,12,1825-12-15 00:00:00,1825.9583333333333,dec,3
1826,1,1826-1-15 00:00:00,1826.0416666666667,jan,-6.3
1826,2,1826-2-15 00:00:00,1826.125,feb,0.3
1826,3,1826-3-15 00:00:00,1826.2083333333333,mar,3.8
1826,4,1826-4-15 00:00:00,1826.2916666666667,apr,7.4
1826,5,1826-5-15 00:00:00,1826.375,may,10.7
1826,6,1826-6-15 00:00:00,1826.4583333333333,jun,16.3
1826,7,1826-7-15 00:00:00,1826.5416666666667,jul,19.2
1826,8,1826-8-15 00:00:00,1826.625,aug,19.5
1826,9,1826-9-15 00:00:00,1826.7083333333333,sep,13.9
1826,10,1826-10-15 00:00:00,1826.7916666666667,oct,9.7
1826,11,1826-11-15 00:00:00,1826.875,nov,2.7
1826,12,1826-12-15 00:00:00,1826.9583333333333,dec,1.8
1827,1,1827-1-15 00:00:00,1827.0416666666667,jan,-2.3
1827,2,1827-2-15 00:00:00,1827.125,feb,-5.2
1827,3,1827-3-15 00:00:00,1827.2083333333333,mar,4
1827,4,1827-4-15 00:00:00,1827.2916666666667,apr,9.4
1827,5,1827-5-15 00:00:00,1827.375,may,13.7
1827,6,1827-6-15 00:00:00,1827.4583333333333,jun,16.2
1827,7,1827-7-15 00:00:00,1827.5416666666667,jul,18.2
1827,8,1827-8-15 00:00:00,1827.625,aug,15.8
1827,9,1827-9-15 00:00:00,1827.7083333333333,sep,13.3
1827,10,1827-10-15 00:00:00,1827.7916666666667,oct,9.3
1827,11,1827-11-15 00:00:00,1827.875,nov,0.6
1827,12,1827-12-15 00:00:00,1827.9583333333333,dec,2.5
1828,1,1828-1-15 00:00:00,1828.0416666666667,jan,-1
1828,2,1828-2-15 00:00:00,1828.125,feb,-1.3
1828,3,1828-3-15 00:00:00,1828.2083333333333,mar,3.6
1828,4,1828-4-15 00:00:00,1828.2916666666667,apr,8.3
1828,5,1828-5-15 00:00:00,1828.375,may,12.5
1828,6,1828-6-15 00:00:00,1828.4583333333333,jun,16.1
1828,7,1828-7-15 00:00:00,1828.5416666666667,jul,17.7
1828,8,1828-8-15 00:00:00,1828.625,aug,15.2
1828,9,1828-9-15 00:00:00,1828.7083333333333,sep,13
1828,10,1828-10-15 00:00:00,1828.7916666666667,oct,7.8
1828,11,1828-11-15 00:00:00,1828.875,nov,3.2
1828,12,1828-12-15 00:00:00,1828.9583333333333,dec,1.8
1829,1,1829-1-15 00:00:00,1829.0416666666667,jan,-5.2
1829,2,1829-2-15 00:00:00,1829.125,feb,-4
1829,3,1829-3-15 00:00:00,1829.2083333333333,mar,1.2
1829,4,1829-4-15 00:00:00,1829.2916666666667,apr,7.2
1829,5,1829-5-15 00:00:00,1829.375,may,11.4
1829,6,1829-6-15 00:00:00,1829.4583333333333,jun,14.3
1829,7,1829-7-15 00:00:00,1829.5416666666667,jul,16.7
1829,8,1829-8-15 00:00:00,1829.625,aug,14.6
1829,9,1829-9-15 00:00:00,1829.7083333333333,sep,12
1829,10,1829-10-15 00:00:00,1829.7916666666667,oct,6.6
1829,11,1829-11-15 00:00:00,1829.875,nov,0.1
1829,12,1829-12-15 00:00:00,1829.9583333333333,dec,-7.6
1830,1,1830-1-15 00:00:00,1830.0416666666667,jan,-7.8
1830,2,1830-2-15 00:00:00,1830.125,feb,-4.4
1830,3,1830-3-15 00:00:00,1830.2083333333333,mar,3.5
1830,4,1830-4-15 00:00:00,1830.2916666666667,apr,8.9
1830,5,1830-5-15 00:00:00,1830.375,may,12.2
1830,6,1830-6-15 00:00:00,1830.4583333333333,jun,14.9
1830,7,1830-7-15 00:00:00,1830.5416666666667,jul,17.2
1830,8,1830-8-15 00:00:00,1830.625,aug,15.9
1830,9,1830-9-15 00:00:00,1830.7083333333333,sep,11.4
1830,10,1830-10-15 00:00:00,1830.7916666666667,oct,7.5
1830,11,1830-11-15 00:00:00,1830.875,nov,4.5
1830,12,1830-12-15 00:00:00,1830.9583333333333,dec,-0.7
1831,1,1831-1-15 00:00:00,1831.0416666666667,jan,-3.7
1831,2,1831-2-15 00:00:00,1831.125,feb,0.2
1831,3,1831-3-15 00:00:00,1831.2083333333333,mar,3.8
1831,4,1831-4-15 00:00:00,1831.2916666666667,apr,9.5
1831,5,1831-5-15 00:00:00,1831.375,may,11.5
1831,6,1831-6-15 00:00:00,1831.4583333333333,jun,14.2
1831,7,1831-7-15 00:00:00,1831.5416666666667,jul,17.3
1831,8,1831-8-15 00:00:00,1831.625,aug,16.4
1831,9,1831-9-15 00:00:00,1831.7083333333333,sep,11.7
1831,10,1831-10-15 00:00:00,1831.7916666666667,oct,11.4
1831,11,1831-11-15 00:00:00,1831.875,nov,3.3
1831,12,1831-12-15 00:00:00,1831.9583333333333,dec,1
1832,1,1832-1-15 00:00:00,1832.0416666666667,jan,-1.9
1832,2,1832-2-15 00:00:00,1832.125,feb,-0.4
1832,3,1832-3-15 00:00:00,1832.2083333333333,mar,2.4
1832,4,1832-4-15 00:00:00,1832.2916666666667,apr,7.5
1832,5,1832-5-15 00:00:00,1832.375,may,10.4
1832,6,1832-6-15 00:00:00,1832.4583333333333,jun,14.7
1832,7,1832-7-15 00:00:00,1832.5416666666667,jul,15.4
1832,8,1832-8-15 00:00:00,1832.625,aug,17.1
1832,9,1832-9-15 00:00:00,1832.7083333333333,sep,12
1832,10,1832-10-15 00:00:00,1832.7916666666667,oct,8.3
1832,11,1832-11-15 00:00:00,1832.875,nov,2
1832,12,1832-12-15 00:00:00,1832.9583333333333,dec,0
1833,1,1833-1-15 00:00:00,1833.0416666666667,jan,-4.8
1833,2,1833-2-15 00:00:00,1833.125,feb,2.7
1833,3,1833-3-15 00:00:00,1833.2083333333333,mar,1.4
1833,4,1833-4-15 00:00:00,1833.2916666666667,apr,5.7
1833,5,1833-5-15 00:00:00,1833.375,may,15.5
1833,6,1833-6-15 00:00:00,1833.4583333333333,jun,16.9
1833,7,1833-7-15 00:00:00,1833.5416666666667,jul,15.4
1833,8,1833-8-15 00:00:00,1833.625,aug,13.5
1833,9,1833-9-15 00:00:00,1833.7083333333333,sep,11.9
1833,10,1833-10-15 00:00:00,1833.7916666666667,oct,7.9
1833,11,1833-11-15 00:00:00,1833.875,nov,3.5
1833,12,1833-12-15 00:00:00,1833.9583333333333,dec,4.5
1834,1,1834-1-15 00:00:00,1834.0416666666667,jan,3.8
1834,2,1834-2-15 00:00:00,1834.125,feb,0.4
1834,3,1834-3-15 00:00:00,1834.2083333333333,mar,3.3
1834,4,1834-4-15 00:00:00,1834.2916666666667,apr,6
1834,5,1834-5-15 00:00:00,1834.375,may,14.5
1834,6,1834-6-15 00:00:00,1834.4583333333333,jun,16.9
1834,7,1834-7-15 00:00:00,1834.5416666666667,jul,19.9
1834,8,1834-8-15 00:00:00,1834.625,aug,18.2
1834,9,1834-9-15 00:00:00,1834.7083333333333,sep,15.1
1834,10,1834-10-15 00:00:00,1834.7916666666667,oct,8.6
1834,11,1834-11-15 00:00:00,1834.875,nov,3.2
1834,12,1834-12-15 00:00:00,1834.9583333333333,dec,1
1835,1,1835-1-15 00:00:00,1835.0416666666667,jan,0.1
1835,2,1835-2-15 00:00:00,1835.125,feb,1.9
1835,3,1835-3-15 00:00:00,1835.2083333333333,mar,3.1
1835,4,1835-4-15 00:00:00,1835.2916666666667,apr,6.1
1835,5,1835-5-15 00:00:00,1835.375,may,11.5
1835,6,1835-6-15 00:00:00,1835.4583333333333,jun,15.8
1835,7,1835-7-15 00:00:00,1835.5416666666667,jul,17.7
1835,8,1835-8-15 00:00:00,1835.625,aug,16.4
1835,9,1835-9-15 00:00:00,1835.7083333333333,sep,13.5
1835,10,1835-10-15 00:00:00,1835.7916666666667,oct,7.2
1835,11,1835-11-15 00:00:00,1835.875,nov,-0.2
1835,12,1835-12-15 00:00:00,1835.9583333333333,dec,-2.2
1836,1,1836-1-15 00:00:00,1836.0416666666667,jan,-1.4
1836,2,1836-2-15 00:00:00,1836.125,feb,-0.1
1836,3,1836-3-15 00:00:00,1836.2083333333333,mar,6.3
1836,4,1836-4-15 00:00:00,1836.2916666666667,apr,6.9
1836,5,1836-5-15 00:00:00,1836.375,may,9.8
1836,6,1836-6-15 00:00:00,1836.4583333333333,jun,15.5
1836,7,1836-7-15 00:00:00,1836.5416666666667,jul,16.3
1836,8,1836-8-15 00:00:00,1836.625,aug,15.5
1836,9,1836-9-15 00:00:00,1836.7083333333333,sep,11.7
1836,10,1836-10-15 00:00:00,1836.7916666666667,oct,8.9
1836,11,1836-11-15 00:00:00,1836.875,nov,2.8
1836,12,1836-12-15 00:00:00,1836.9583333333333,dec,1.6
1837,1,1837-1-15 00:00:00,1837.0416666666667,jan,-1.3
1837,2,1837-2-15 00:00:00,1837.125,feb,-0.7
1837,3,1837-3-15 00:00:00,1837.2083333333333,mar,-0.2
1837,4,1837-4-15 00:00:00,1837.2916666666667,apr,4.7
1837,5,1837-5-15 00:00:00,1837.375,may,9.5
1837,6,1837-6-15 00:00:00,1837.4583333333333,jun,15.4
1837,7,1837-7-15 00:00:00,1837.5416666666667,jul,15.2
1837,8,1837-8-15 00:00:00,1837.625,aug,17.7
1837,9,1837-9-15 00:00:00,1837.7083333333333,sep,11.4
1837,10,1837-10-15 00:00:00,1837.7916666666667,oct,8.5
1837,11,1837-11-15 00:00:00,1837.875,nov,3
1837,12,1837-12-15 00:00:00,1837.9583333333333,dec,0
1838,1,1838-1-15 00:00:00,1838.0416666666667,jan,-8.9
1838,2,1838-2-15 00:00:00,1838.125,feb,-4.2
1838,3,1838-3-15 00:00:00,1838.2083333333333,mar,2.5
1838,4,1838-4-15 00:00:00,1838.2916666666667,apr,4.8
1838,5,1838-5-15 00:00:00,1838.375,may,11.8
1838,6,1838-6-15 00:00:00,1838.4583333333333,jun,14.9
1838,7,1838-7-15 00:00:00,1838.5416666666667,jul,16.1
1838,8,1838-8-15 00:00:00,1838.625,aug,14.5
1838,9,1838-9-15 00:00:00,1838.7083333333333,sep,13.1
1838,10,1838-10-15 00:00:00,1838.7916666666667,oct,7.6
1838,11,1838-11-15 00:00:00,1838.875,nov,2.5
1838,12,1838-12-15 00:00:00,1838.9583333333333,dec,-0.8
1839,1,1839-1-15 00:00:00,1839.0416666666667,jan,-0.8
1839,2,1839-2-15 00:00:00,1839.125,feb,0.5
1839,3,1839-3-15 00:00:00,1839.2083333333333,mar,0.7
1839,4,1839-4-15 00:00:00,1839.2916666666667,apr,3.9
1839,5,1839-5-15 00:00:00,1839.375,may,11.2
1839,6,1839-6-15 00:00:00,1839.4583333333333,jun,16.9
1839,7,1839-7-15 00:00:00,1839.5416666666667,jul,17.2
1839,8,1839-8-15 00:00:00,1839.625,aug,14.9
1839,9,1839-9-15 00:00:00,1839.7083333333333,sep,13.3
1839,10,1839-10-15 00:00:00,1839.7916666666667,oct,9.1
1839,11,1839-11-15 00:00:00,1839.875,nov,4.6
1839,12,1839-12-15 00:00:00,1839.9583333333333,dec,0.9
1840,1,1840-1-15 00:00:00,1840.0416666666667,jan,-0.6
1840,2,1840-2-15 00:00:00,1840.125,feb,0
1840,3,1840-3-15 00:00:00,1840.2083333333333,mar,-0.5
1840,4,1840-4-15 00:00:00,1840.2916666666667,apr,8.5
1840,5,1840-5-15 00:00:00,1840.375,may,11.6
1840,6,1840-6-15 00:00:00,1840.4583333333333,jun,14.9
1840,7,1840-7-15 00:00:00,1840.5416666666667,jul,14.7
1840,8,1840-8-15 00:00:00,1840.625,aug,15.7
1840,9,1840-9-15 00:00:00,1840.7083333333333,sep,12.5
1840,10,1840-10-15 00:00:00,1840.7916666666667,oct,6
1840,11,1840-11-15 00:00:00,1840.875,nov,4.9
1840,12,1840-12-15 00:00:00,1840.9583333333333,dec,-7
1841,1,1841-1-15 00:00:00,1841.0416666666667,jan,-2.4
1841,2,1841-2-15 00:00:00,1841.125,feb,-3.8
1841,3,1841-3-15 00:00:00,1841.2083333333333,mar,4.2
1841,4,1841-4-15 00:00:00,1841.2916666666667,apr,8.1
1841,5,1841-5-15 00:00:00,1841.375,may,15.1
1841,6,1841-6-15 00:00:00,1841.4583333333333,jun,14.3
1841,7,1841-7-15 00:00:00,1841.5416666666667,jul,14.9
1841,8,1841-8-15 00:00:00,1841.625,aug,15.8
1841,9,1841-9-15 00:00:00,1841.7083333333333,sep,14.2
1841,10,1841-10-15 00:00:00,1841.7916666666667,oct,9.6
1841,11,1841-11-15 00:00:00,1841.875,nov,4
1841,12,1841-12-15 00:00:00,1841.9583333333333,dec,2.6
1842,1,1842-1-15 00:00:00,1842.0416666666667,jan,-4.7
1842,2,1842-2-15 00:00:00,1842.125,feb,-2.4
1842,3,1842-3-15 00:00:00,1842.2083333333333,mar,3.8
1842,4,1842-4-15 00:00:00,1842.2916666666667,apr,5.8
1842,5,1842-5-15 00:00:00,1842.375,may,12.7
1842,6,1842-6-15 00:00:00,1842.4583333333333,jun,15.9
1842,7,1842-7-15 00:00:00,1842.5416666666667,jul,15.7
1842,8,1842-8-15 00:00:00,1842.625,aug,19
1842,9,1842-9-15 00:00:00,1842.7083333333333,sep,12.6
1842,10,1842-10-15 00:00:00,1842.7916666666667,oct,5.8
1842,11,1842-11-15 00:00:00,1842.875,nov,0.9
1842,12,1842-12-15 00:00:00,1842.9583333333333,dec,1.1
1843,1,1843-1-15 00:00:00,1843.0416666666667,jan,0.4
1843,2,1843-2-15 00:00:00,1843.125,feb,2.4
1843,3,1843-3-15 00:00:00,1843.2083333333333,mar,1.8
1843,4,1843-4-15 00:00:00,1843.2916666666667,apr,7
1843,5,1843-5-15 00:00:00,1843.375,may,10.4
1843,6,1843-6-15 00:00:00,1843.4583333333333,jun,13.3
1843,7,1843-7-15 00:00:00,1843.5416666666667,jul,15.5
1843,8,1843-8-15 00:00:00,1843.625,aug,16.7
1843,9,1843-9-15 00:00:00,1843.7083333333333,sep,12.6
1843,10,1843-10-15 00:00:00,1843.7916666666667,oct,7.9
1843,11,1843-11-15 00:00:00,1843.875,nov,3.9
1843,12,1843-12-15 00:00:00,1843.9583333333333,dec,2.4
1844,1,1844-1-15 00:00:00,1844.0416666666667,jan,-1.5
1844,2,1844-2-15 00:00:00,1844.125,feb,-1.6
1844,3,1844-3-15 00:00:00,1844.2083333333333,mar,1.5
1844,4,1844-4-15 00:00:00,1844.2916666666667,apr,8.3
1844,5,1844-5-15 00:00:00,1844.375,may,11.8
1844,6,1844-6-15 00:00:00,1844.4583333333333,jun,15.5
1844,7,1844-7-15 00:00:00,1844.5416666666667,jul,14.7
1844,8,1844-8-15 00:00:00,1844.625,aug,14
1844,9,1844-9-15 00:00:00,1844.7083333333333,sep,13.3
1844,10,1844-10-15 00:00:00,1844.7916666666667,oct,8.5
1844,11,1844-11-15 00:00:00,1844.875,nov,4.1
1844,12,1844-12-15 00:00:00,1844.9583333333333,dec,-4.8
1845,1,1845-1-15 00:00:00,1845.0416666666667,jan,-0.9
1845,2,1845-2-15 00:00:00,1845.125,feb,-5.4
1845,3,1845-3-15 00:00:00,1845.2083333333333,mar,-3.7
1845,4,1845-4-15 00:00:00,1845.2916666666667,apr,7.5
1845,5,1845-5-15 00:00:00,1845.375,may,9.3
1845,6,1845-6-15 00:00:00,1845.4583333333333,jun,16.1
1845,7,1845-7-15 00:00:00,1845.5416666666667,jul,16.8
1845,8,1845-8-15 00:00:00,1845.625,aug,14.2
1845,9,1845-9-15 00:00:00,1845.7083333333333,sep,12.1
1845,10,1845-10-15 00:00:00,1845.7916666666667,oct,8.3
1845,11,1845-11-15 00:00:00,1845.875,nov,4.5
1845,12,1845-12-15 00:00:00,1845.9583333333333,dec,2
1846,1,1846-1-15 00:00:00,1846.0416666666667,jan,0.4
1846,2,1846-2-15 00:00:00,1846.125,feb,2.6
1846,3,1846-3-15 00:00:00,1846.2083333333333,mar,4.9
1846,4,1846-4-15 00:00:00,1846.2916666666667,apr,7.8
1846,5,1846-5-15 00:00:00,1846.375,may,11.9
1846,6,1846-6-15 00:00:00,1846.4583333333333,jun,17.1
1846,7,1846-7-15 00:00:00,1846.5416666666667,jul,18.5
1846,8,1846-8-15 00:00:00,1846.625,aug,18.4
1846,9,1846-9-15 00:00:00,1846.7083333333333,sep,14
1846,10,1846-10-15 00:00:00,1846.7916666666667,oct,9.9
1846,11,1846-11-15 00:00:00,1846.875,nov,2.2
1846,12,1846-12-15 00:00:00,1846.9583333333333,dec,-3
1847,1,1847-1-15 00:00:00,1847.0416666666667,jan,-3.4
1847,2,1847-2-15 00:00:00,1847.125,feb,-1.6
1847,3,1847-3-15 00:00:00,1847.2083333333333,mar,1.7
1847,4,1847-4-15 00:00:00,1847.2916666666667,apr,4.8
1847,5,1847-5-15 00:00:00,1847.375,may,13.9
1847,6,1847-6-15 00:00:00,1847.4583333333333,jun,13.4
1847,7,1847-7-15 00:00:00,1847.5416666666667,jul,17.2
1847,8,1847-8-15 00:00:00,1847.625,aug,17.2
1847,9,1847-9-15 00:00:00,1847.7083333333333,sep,10.7
1847,10,1847-10-15 00:00:00,1847.7916666666667,oct,7.1
1847,11,1847-11-15 00:00:00,1847.875,nov,3.3
1847,12,1847-12-15 00:00:00,1847.9583333333333,dec,-1.5
1848,1,1848-1-15 00:00:00,1848.0416666666667,jan,-8
1848,2,1848-2-15 00:00:00,1848.125,feb,1.5
1848,3,1848-3-15 00:00:00,1848.2083333333333,mar,4
1848,4,1848-4-15 00:00:00,1848.2916666666667,apr,8.8
1848,5,1848-5-15 00:00:00,1848.375,may,12.4
1848,6,1848-6-15 00:00:00,1848.4583333333333,jun,16.2
1848,7,1848-7-15 00:00:00,1848.5416666666667,jul,16.1
1848,8,1848-8-15 00:00:00,1848.625,aug,15.3
1848,9,1848-9-15 00:00:00,1848.7083333333333,sep,11.9
1848,10,1848-10-15 00:00:00,1848.7916666666667,oct,8.9
1848,11,1848-11-15 00:00:00,1848.875,nov,2.9
1848,12,1848-12-15 00:00:00,1848.9583333333333,dec,0
1849,1,1849-1-15 00:00:00,1849.0416666666667,jan,-1.5
1849,2,1849-2-15 00:00:00,1849.125,feb,2.5
1849,3,1849-3-15 00:00:00,1849.2083333333333,mar,1.9
1849,4,1849-4-15 00:00:00,1849.2916666666667,apr,6
1849,5,1849-5-15 00:00:00,1849.375,may,12.7
1849,6,1849-6-15 00:00:00,1849.4583333333333,jun,15.7
1849,7,1849-7-15 00:00:00,1849.5416666666667,jul,15.8
1849,8,1849-8-15 00:00:00,1849.625,aug,14.6
1849,9,1849-9-15 00:00:00,1849.7083333333333,sep,12.3
1849,10,1849-10-15 00:00:00,1849.7916666666667,oct,8
1849,11,1849-11-15 00:00:00,1849.875,nov,1.7
1849,12,1849-12-15 00:00:00,1849.9583333333333,dec,-2.2
1850,1,1850-1-15 00:00:00,1850.0416666666667,jan,-5.9
1850,2,1850-2-15 00:00:00,1850.125,feb,3
1850,3,1850-3-15 00:00:00,1850.2083333333333,mar,0.4
1850,4,1850-4-15 00:00:00,1850.2916666666667,apr,7.6
1850,5,1850-5-15 00:00:00,1850.375,may,10.9
1850,6,1850-6-15 00:00:00,1850.4583333333333,jun,15.6
1850,7,1850-7-15 00:00:00,1850.5416666666667,jul,16.1
1850,8,1850-8-15 00:00:00,1850.625,aug,15.7
1850,9,1850-9-15 00:00:00,1850.7083333333333,sep,10.9
1850,10,1850-10-15 00:00:00,1850.7916666666667,oct,6.2
1850,11,1850-11-15 00:00:00,1850.875,nov,4.6
1850,12,1850-12-15 00:00:00,1850.9583333333333,dec,0.4
1851,1,1851-1-15 00:00:00,1851.0416666666667,jan,0.1
1851,2,1851-2-15 00:00:00,1851.125,feb,-0.1
1851,3,1851-3-15 00:00:00,1851.2083333333333,mar,2.9
1851,4,1851-4-15 00:00:00,1851.2916666666667,apr,7.8
1851,5,1851-5-15 00:00:00,1851.375,may,8.7
1851,6,1851-6-15 00:00:00,1851.4583333333333,jun,14.9
1851,7,1851-7-15 00:00:00,1851.5416666666667,jul,15.4
1851,8,1851-8-15 00:00:00,1851.625,aug,16.1
1851,9,1851-9-15 00:00:00,1851.7083333333333,sep,10.8
1851,10,1851-10-15 00:00:00,1851.7916666666667,oct,9.5
1851,11,1851-11-15 00:00:00,1851.875,nov,0.3
1851,12,1851-12-15 00:00:00,1851.9583333333333,dec,-0.4
1852,1,1852-1-15 00:00:00,1852.0416666666667,jan,1.5
1852,2,1852-2-15 00:00:00,1852.125,feb,1.1
1852,3,1852-3-15 00:00:00,1852.2083333333333,mar,0.6
1852,4,1852-4-15 00:00:00,1852.2916666666667,apr,4.5
1852,5,1852-5-15 00:00:00,1852.375,may,11.9
1852,6,1852-6-15 00:00:00,1852.4583333333333,jun,15.4
1852,7,1852-7-15 00:00:00,1852.5416666666667,jul,18.7
1852,8,1852-8-15 00:00:00,1852.625,aug,16.5
1852,9,1852-9-15 00:00:00,1852.7083333333333,sep,12.6
1852,10,1852-10-15 00:00:00,1852.7916666666667,oct,6.9
1852,11,1852-11-15 00:00:00,1852.875,nov,6.1
1852,12,1852-12-15 00:00:00,1852.9583333333333,dec,3.8
1853,1,1853-1-15 00:00:00,1853.0416666666667,jan,2
1853,2,1853-2-15 00:00:00,1853.125,feb,-2.6
1853,3,1853-3-15 00:00:00,1853.2083333333333,mar,-1.8
1853,4,1853-4-15 00:00:00,1853.2916666666667,apr,4.5
1853,5,1853-5-15 00:00:00,1853.375,may,10.9
1853,6,1853-6-15 00:00:00,1853.4583333333333,jun,15.4
1853,7,1853-7-15 00:00:00,1853.5416666666667,jul,17
1853,8,1853-8-15 00:00:00,1853.625,aug,15.9
1853,9,1853-9-15 00:00:00,1853.7083333333333,sep,12.3
1853,10,1853-10-15 00:00:00,1853.7916666666667,oct,8.7
1853,11,1853-11-15 00:00:00,1853.875,nov,1.9
1853,12,1853-12-15 00:00:00,1853.9583333333333,dec,-4.6
1854,1,1854-1-15 00:00:00,1854.0416666666667,jan,-1
1854,2,1854-2-15 00:00:00,1854.125,feb,-1
1854,3,1854-3-15 00:00:00,1854.2083333333333,mar,2.8
1854,4,1854-4-15 00:00:00,1854.2916666666667,apr,7.2
1854,5,1854-5-15 00:00:00,1854.375,may,12
1854,6,1854-6-15 00:00:00,1854.4583333333333,jun,14.3
1854,7,1854-7-15 00:00:00,1854.5416666666667,jul,16.9
1854,8,1854-8-15 00:00:00,1854.625,aug,15.4
1854,9,1854-9-15 00:00:00,1854.7083333333333,sep,12.5
1854,10,1854-10-15 00:00:00,1854.7916666666667,oct,8.2
1854,11,1854-11-15 00:00:00,1854.875,nov,1.2
1854,12,1854-12-15 00:00:00,1854.9583333333333,dec,2
1855,1,1855-1-15 00:00:00,1855.0416666666667,jan,-3.1
1855,2,1855-2-15 00:00:00,1855.125,feb,-4.3
1855,3,1855-3-15 00:00:00,1855.2083333333333,mar,1.2
1855,4,1855-4-15 00:00:00,1855.2916666666667,apr,5.5
1855,5,1855-5-15 00:00:00,1855.375,may,10.1
1855,6,1855-6-15 00:00:00,1855.4583333333333,jun,15.2
1855,7,1855-7-15 00:00:00,1855.5416666666667,jul,16.1
1855,8,1855-8-15 00:00:00,1855.625,aug,16.6
1855,9,1855-9-15 00:00:00,1855.7083333333333,sep,12.3
1855,10,1855-10-15 00:00:00,1855.7916666666667,oct,10.2
1855,11,1855-11-15 00:00:00,1855.875,nov,1.9
1855,12,1855-12-15 00:00:00,1855.9583333333333,dec,-4.2
1856,1,1856-1-15 00:00:00,1856.0416666666667,jan,0.1
1856,2,1856-2-15 00:00:00,1856.125,feb,1.4
1856,3,1856-3-15 00:00:00,1856.2083333333333,mar,1
1856,4,1856-4-15 00:00:00,1856.2916666666667,apr,8.2
1856,5,1856-5-15 00:00:00,1856.375,may,10.5
1856,6,1856-6-15 00:00:00,1856.4583333333333,jun,15.8
1856,7,1856-7-15 00:00:00,1856.5416666666667,jul,14.9
1856,8,1856-8-15 00:00:00,1856.625,aug,16.7
1856,9,1856-9-15 00:00:00,1856.7083333333333,sep,11.7
1856,10,1856-10-15 00:00:00,1856.7916666666667,oct,9
1856,11,1856-11-15 00:00:00,1856.875,nov,0.4
1856,12,1856-12-15 00:00:00,1856.9583333333333,dec,0.4
1857,1,1857-1-15 00:00:00,1857.0416666666667,jan,-1.9
