year,month,time,ts,m,temperature
1785,9,1785-9-15 00:00:00,1785.7083333333333,sep,14.9
1785,10,1785-10-15 00:00:00,1785.7916666666667,oct,7.8
1785,11,1785-11-15 00:00:00,1785.875,nov,3.7
1785,12,1785-12-15 00:00:00,1785.9583333333333,dec,-0.5
1786,1,1786-1-15 00:00:00,1786.0416666666667,jan,-1
1786,2,1786-2-15 00:00:00,1786.125,feb,-0.1
1786,3,1786-3-15 00:00:00,1786.2083333333333,mar,0.2
1786,4,1786-4-15 00:00:00,1786.2916666666667,apr,8.7
1786,5,1786-5-15 00:00:00,1786.375,may,11.2
1786,6,1786-6-15 00:00:00,1786.4583333333333,jun,16.4
1786,7,1786-7-15 00:00:00,1786.5416666666667,jul,14.9
1786,8,1786-8-15 00:00:00,1786.625,aug,15.2
1786,9,1786-9-15 00:00:00,1786.7083333333333,sep,11.7
1786,10,1786-10-15 00:00:00,1786.7916666666667,oct,5.8
1786,11,1786-11-15 00:00:00,1786.875,nov,-0.3
1786,12,1786-12-15 00:00:00,1786.9583333333333,dec,-0.2
1787,1,1787-1-15 00:00:00,1787.0416666666667,jan,-2.8
1787,2,1787-2-15 00:00:00,1787.125,feb,1.2
1787,3,1787-3-15 00:00:00,1787.2083333333333,mar,4.2
1787,4,1787-4-15 00:00:00,1787.2916666666667,apr,6
1787,5,1787-5-15 00:00:00,1787.375,may,10.4
1787,6,1787-6-15 00:00:00,1787.4583333333333,jun,16.1
1787,7,1787-7-15 00:00:00,1787.5416666666667,jul,16.1
1787,8,1787-8-15 00:00:00,1787.625,aug,16.6
1787,9,1787-9-15 00:00:00,1787.7083333333333,sep,12.6
1787,10,1787-10-15 00:00:00,1787.7916666666667,oct,9.7
1787,11,1787-11-15 00:00:00,1787.875,nov,3.5
1787,12,1787-12-15 00:00:00,1787.9583333333333,dec,2.2
1788,1,1788-1-15 00:00:00,1788.0416666666667,jan,0.5
1788,2,1788-2-15 00:00:00,1788.125,feb,-0.1
1788,3,1788-3-15 00:00:00,1788.2083333333333,mar,2.2
1788,4,1788-4-15 00:00:00,1788.2916666666667,apr,7.6
1788,5,1788-5-15 00:00:00,1788.375,may,12.9
1788,6,1788-6-15 00:00:00,1788.4583333333333,jun,16.8
1788,7,1788-7-15 00:00:00,1788.5416666666667,jul,18.7
1788,8,1788-8-15 00:00:00,1788.625,aug,15.5
1788,9,1788-9-15 00:00:00,1788.7083333333333,sep,14.4
1788,10,1788-10-15 00:00:00,1788.7916666666667,oct,7.8
1788,11,1788-11-15 00:00:00,1788.875,nov,1.2
1788,12,1788-12-15 00:00:00,1788.9583333333333,dec,-9.8
1789,1,1789-1-15 00:00:00,1789.0416666666667,jan,-4
1789,2,1789-2-15 00:00:00,1789.125,feb,1.7
1789,3,1789-3-15 00:00:00,1789.2083333333333,mar,-1.7
1789,4,1789-4-15 00:00:00,1789.2916666666667,apr,7.4
1789,5,1789-5-15 00:00:00,1789.375,may,14.2
1789,6,1789-6-15 00:00:00,1789.4583333333333,jun,14.6
1789,7,1789-7-15 00:00:00,1789.5416666666667,jul,16.6
1789,8,1789-8-15 00:00:00,1789.625,aug,16.6
1789,9,1789-9-15 00:00:00,1789.7083333333333,sep,13.3
1789,10,1789-10-15 00:00:00,1789.7916666666667,oct,8
1789,11,1789-11-15 00:00:00,1789.875,nov,2.7
1789,12,1789-12-15 00:00:00,1789.9583333333333,dec,1.5
1790,1,1790-1-15 00:00:00,1790.0416666666667,jan,0.1
1790,2,1790-2-15 00:00:00,1790.125,feb,2.6
1790,3,1790-3-15 00:00:00,1790.2083333333333,mar,3.7
1790,4,1790-4-15 00:00:00,1790.2916666666667,apr,5.5
1790,5,1790-5-15 00:00:00,1790.375,may,13.8
1790,6,1790-6-15 00:00:00,1790.4583333333333,jun,16
1790,7,1790-7-15 00:00:00,1790.5416666666667,jul,15.3
1790,8,1790-8-15 00:00:00,1790.625,aug,16.3
1790,9,1790-9-15 00:00:00,1790.7083333333333,sep,11.9
1790,10,1790-10-15 00:00:00,1790.7916666666667,oct,7.9
1790,11,1790-11-15 00:00:00,1790.875,nov,2.1
1790,12,1790-12-15 00:00:00,1790.9583333333333,dec,1.4
1791,1,1791-1-15 00:00:00,1791.0416666666667,jan,2.2
1791,2,1791-2-15 00:00:00,1791.125,feb,0.7
1791,3,1791-3-15 00:00:00,1791.2083333333333,mar,3.8
1791,4,1791-4-15 00:00:00,1791.2916666666667,apr,9.3
1791,5,1791-5-15 00:00:00,1791.375,may,11.3
1791,6,1791-6-15 00:00:00,1791.4583333333333,jun,14.9
1791,7,1791-7-15 00:00:00,1791.5416666666667,jul,16.6
1791,8,1791-8-15 00:00:00,1791.625,aug,17.7
1791,9,1791-9-15 00:00:00,1791.7083333333333,sep,12.2
1791,10,1791-10-15 00:00:00,1791.7916666666667,oct,7.9
1791,11,1791-11-15 00:00:00,1791.875,nov,1.6
1791,12,1791-12-15 00:00:00,1791.9583333333333,dec,0.3
1792,1,1792-1-15 00:00:00,1792.0416666666667,jan,-0.9
1792,2,1792-2-15 00:00:00,1792.125,feb,-1.5
1792,3,1792-3-15 00:00:00,1792.2083333333333,mar,3.2
1792,4,1792-4-15 00:00:00,1792.2916666666667,apr,8.8
1792,5,1792-5-15 00:00:00,1792.375,may,11.1
1792,6,1792-6-15 00:00:00,1792.4583333333333,jun,15.5
1792,7,1792-7-15 00:00:00,1792.5416666666667,jul,17.4
1792,8,1792-8-15 00:00:00,1792.625,aug,17.2
1792,9,1792-9-15 00:00:00,1792.7083333333333,sep,11.8
1792,10,1792-10-15 00:00:00,1792.7916666666667,oct,7.5
1792,11,1792-11-15 00:00:00,1792.875,nov,2.6
1792,12,1792-12-15 00:00:00,1792.9583333333333,dec,0.6
1793,1,1793-1-15 00:00:00,1793.0416666666667,jan,-2.7
1793,2,1793-2-15 00:00:00,1793.125,feb,1.8
1793,3,1793-3-15 00:00:00,1793.2083333333333,mar,2.4
1793,4,1793-4-15 00:00:00,1793.2916666666667,apr,5.5
1793,5,1793-5-15 00:00:00,1793.375,may,10.9
1793,6,1793-6-15 00:00:00,1793.4583333333333,jun,13.8
1793,7,1793-7-15 00:00:00,1793.5416666666667,jul,18.4
1793,8,1793-8-15 00:00:00,1793.625,aug,17.1
1793,9,1793-9-15 00:00:00,1793.7083333333333,sep,12.1
1793,10,1793-10-15 00:00:00,1793.7916666666667,oct,9.7
1793,11,1793-11-15 00:00:00,1793.875,nov,3.5
1793,12,1793-12-15 00:00:00,1793.9583333333333,dec,1.8
1794,1,1794-1-15 00:00:00,1794.0416666666667,jan,-0.8
1794,2,1794-2-15 00:00:00,1794.125,feb,2.8
1794,3,1794-3-15 00:00:00,1794.2083333333333,mar,5.8
1794,4,1794-4-15 00:00:00,1794.2916666666667,apr,10.9
1794,5,1794-5-15 00:00:00,1794.375,may,12.4
1794,6,1794-6-15 00:00:00,1794.4583333333333,jun,16.5
1794,7,1794-7-15 00:00:00,1794.5416666666667,jul,19.7
1794,8,1794-8-15 00:00:00,1794.625,aug,15.9
1794,9,1794-9-15 00:00:00,1794.7083333333333,sep,11.6
1794,10,1794-10-15 00:00:00,1794.7916666666667,oct,7.9
1794,11,1794-11-15 00:00:00,1794.875,nov,3.9
1794,12,1794-12-15 00:00:00,1794.9583333333333,dec,-2.8
1795,1,1795-1-15 00:00:00,1795.0416666666667,jan,-8.3
1795,2,1795-2-15 00:00:00,1795.125,feb,-1.1
1795,3,1795-3-15 00:00:00,1795.2083333333333,mar,1.8
1795,4,1795-4-15 00:00:00,1795.2916666666667,apr,9.5
1795,5,1795-5-15 00:00:00,1795.375,may,11.2
1795,6,1795-6-15 00:00:00,1795.4583333333333,jun,16.5
1795,7,1795-7-15 00:00:00,1795.5416666666667,jul,14.9
1795,8,1795-8-15 00:00:00,1795.625,aug,16.8
1795,9,1795-9-15 00:00:00,1795.7083333333333,sep,14.4
1795,10,1795-10-15 00:00:00,1795.7916666666667,oct,11.5
1795,11,1795-11-15 00:00:00,1795.875,nov,2.5
1795,12,1795-12-15 00:00:00,1795.9583333333333,dec,3
1796,1,1796-1-15 00:00:00,1796.0416666666667,jan,4.2
1796,2,1796-2-15 00:00:00,1796.125,feb,1.1
1796,3,1796-3-15 00:00:00,1796.2083333333333,mar,0
1796,4,1796-4-15 00:00:00,1796.2916666666667,apr,6.9
1796,5,1796-5-15 00:00:00,1796.375,may,12.9
1796,6,1796-6-15 00:00:00,1796.4583333333333,jun,15.2
1796,7,1796-7-15 00:00:00,1796.5416666666667,jul,16.6
1796,8,1796-8-15 00:00:00,1796.625,aug,17.4
1796,9,1796-9-15 00:00:00,1796.7083333333333,sep,14.9
1796,10,1796-10-15 00:00:00,1796.7916666666667,oct,7.9
1796,11,1796-11-15 00:00:00,1796.875,nov,2.6
1796,12,1796-12-15 00:00:00,1796.9583333333333,dec,-2.8
1797,1,1797-1-15 00:00:00,1797.0416666666667,jan,-0.1
1797,2,1797-2-15 00:00:00,1797.125,feb,0.5
1797,3,1797-3-15 00:00:00,1797.2083333333333,mar,1.9
1797,4,1797-4-15 00:00:00,1797.2916666666667,apr,8.9
1797,5,1797-5-15 00:00:00,1797.375,may,14.1
1797,6,1797-6-15 00:00:00,1797.4583333333333,jun,14.5
1797,7,1797-7-15 00:00:00,1797.5416666666667,jul,18.7
1797,8,1797-8-15 00:00:00,1797.625,aug,17.9
1797,9,1797-9-15 00:00:00,1797.7083333333333,sep,14.1
1797,10,1797-10-15 00:00:00,1797.7916666666667,oct,8.5
1797,11,1797-11-15 00:00:00,1797.875,nov,3.2
1797,12,1797-12-15 00:00:00,1797.9583333333333,dec,1.6
1798,1,1798-1-15 00:00:00,1798.0416666666667,jan,-0.1
1798,2,1798-2-15 00:00:00,1798.125,feb,1.5
1798,3,1798-3-15 00:00:00,1798.2083333333333,mar,2.7
1798,4,1798-4-15 00:00:00,1798.2916666666667,apr,8.7
1798,5,1798-5-15 00:00:00,1798.375,may,13.3
1798,6,1798-6-15 00:00:00,1798.4583333333333,jun,16.6
1798,7,1798-7-15 00:00:00,1798.5416666666667,jul,17
1798,8,1798-8-15 00:00:00,1798.625,aug,17.5
1798,9,1798-9-15 00:00:00,1798.7083333333333,sep,14.3
1798,10,1798-10-15 00:00:00,1798.7916666666667,oct,8.3
1798,11,1798-11-15 00:00:00,1798.875,nov,2.7
1798,12,1798-12-15 00:00:00,1798.9583333333333,dec,-4.4
1799,1,1799-1-15 00:00:00,1799.0416666666667,jan,-5.9
1799,2,1799-2-15 00:00:00,1799.125,feb,-2.5
1799,3,1799-3-15 00:00:00,1799.2083333333333,mar,0.8
1799,4,1799-4-15 00:00:00,1799.2916666666667,apr,5.3
1799,5,1799-5-15 00:00:00,1799.375,may,10.3
1799,6,1799-6-15 00:00:00,1799.4583333333333,jun,13.8
1799,7,1799-7-15 00:00:00,1799.5416666666667,jul,15.7
1799,8,1799-8-15 00:00:00,1799.625,aug,16.4
1799,9,1799-9-15 00:00:00,1799.7083333333333,sep,12.5
1799,10,1799-10-15 00:00:00,1799.7916666666667,oct,7.7
1799,11,1799-11-15 00:00:00,1799.875,nov,3.3
1799,12,1799-12-15 00:00:00,1799.9583333333333,dec,-5.2
1800,1,1800-1-15 00:00:00,1800.0416666666667,jan,-1.7
1800,2,1800-2-15 00:00:00,1800.125,feb,-2.4
1800,3,1800-3-15 00:00:00,1800.2083333333333,mar,-1.2
1800,4,1800-4-15 00:00:00,1800.2916666666667,apr,12
1800,5,1800-5-15 00:00:00,1800.375,may,14.6
1800,6,1800-6-15 00:00:00,1800.4583333333333,jun,12.9
1800,7,1800-7-15 00:00:00,1800.5416666666667,jul,15.7
1800,8,1800-8-15 00:00:00,1800.625,aug,17.6
1800,9,1800-9-15 00:00:00,1800.7083333333333,sep,13.9
1800,10,1800-10-15 00:00:00,1800.7916666666667,oct,7.5
1800,11,1800-11-15 00:00:00,1800.875,nov,4.6
1800,12,1800-12-15 00:00:00,1800.9583333333333,dec,-0.6
1801,1,1801-1-15 00:00:00,1801.0416666666667,jan,0.4
1801,2,1801-2-15 00:00:00,1801.125,feb,-1.1
1801,3,1801-3-15 00:00:00,1801.2083333333333,mar,4.5
1801,4,1801-4-15 00:00:00,1801.2916666666667,apr,7.6
1801,5,1801-5-15 00:00:00,1801.375,may,14.1
1801,6,1801-6-15 00:00:00,1801.4583333333333,jun,13.9
1801,7,1801-7-15 00:00:00,1801.5416666666667,jul,16.1
1801,8,1801-8-15 00:00:00,1801.625,aug,16
1801,9,1801-9-15 00:00:00,1801.7083333333333,sep,14.2
1801,10,1801-10-15 00:00:00,1801.7916666666667,oct,9.6
1801,11,1801-11-15 00:00:00,1801.875,nov,3.4
1801,12,1801-12-15 00:00:00,1801.9583333333333,dec,0.5
1802,1,1802-1-15 00:00:00,1802.0416666666667,jan,-4.1
1802,2,1802-2-15 00:00:00,1802.125,feb,-0.6
1802,3,1802-3-15 00:00:00,1802.2083333333333,mar,3.2
1802,4,1802-4-15 00:00:00,1802.2916666666667,apr,7.9
1802,5,1802-5-15 00:00:00,1802.375,may,10.9
1802,6,1802-6-15 00:00:00,1802.4583333333333,jun,15.6
1802,7,1802-7-15 00:00:00,1802.5416666666667,jul,15.5
1802,8,1802-8-15 00:00:00,1802.625,aug,18.5
1802,9,1802-9-15 00:00:00,1802.7083333333333,sep,13.3
1802,10,1802-10-15 00:00:00,1802.7916666666667,oct,10.6
1802,11,1802-11-15 00:00:00,1802.875,nov,3.8
1802,12,1802-12-15 00:00:00,1802.9583333333333,dec,0.9
1803,1,1803-1-15 00:00:00,1803.0416666666667,jan,-6.4
1803,2,1803-2-15 00:00:00,1803.125,feb,-4.1
1803,3,1803-3-15 00:00:00,1803.2083333333333,mar,1.8
1803,4,1803-4-15 00:00:00,1803.2916666666667,apr,9.7
1803,5,1803-5-15 00:00:00,1803.375,may,9.7
1803,6,1803-6-15 00:00:00,1803.4583333333333,jun,14.3
1803,7,1803-7-15 00:00:00,1803.5416666666667,jul,18.1
1803,8,1803-8-15 00:00:00,1803.625,aug,17.4
1803,9,1803-9-15 00:00:00,1803.7083333333333,sep,10.7
1803,10,1803-10-15 00:00:00,1803.7916666666667,oct,7.3
1803,11,1803-11-15 00:00:00,1803.875,nov,3.5
1803,12,1803-12-15 00:00:00,1803.9583333333333,dec,0
1804,1,1804-1-15 00:00:00,1804.0416666666667,jan,2.2
1804,2,1804-2-15 00:00:00,1804.125,feb,-1.8
1804,3,1804-3-15 00:00:00,1804.2083333333333,mar,-0.2
1804,4,1804-4-15 00:00:00,1804.2916666666667,apr,6.4
1804,5,1804-5-15 00:00:00,1804.375,may,13.3
1804,6,1804-6-15 00:00:00,1804.4583333333333,jun,15.6
1804,7,1804-7-15 00:00:00,1804.5416666666667,jul,16.6
1804,8,1804-8-15 00:00:00,1804.625,aug,15.8
1804,9,1804-9-15 00:00:00,1804.7083333333333,sep,14.1
1804,10,1804-10-15 00:00:00,1804.7916666666667,oct,8.3
1804,11,1804-11-15 00:00:00,1804.875,nov,0.9
1804,12,1804-12-15 00:00:00,1804.9583333333333,dec,-4.2
1805,1,1805-1-15 00:00:00,1805.0416666666667,jan,-4.6
1805,2,1805-2-15 00:00:00,1805.125,feb,-1.6
1805,3,1805-3-15 00:00:00,1805.2083333333333,mar,1.4
1805,4,1805-4-15 00:00:00,1805.2916666666667,apr,5.3
1805,5,1805-5-15 00:00:00,1805.375,may,9.6
1805,6,1805-6-15 00:00:00,1805.4583333333333,jun,13.3
1805,7,1805-7-15 00:00:00,1805.5416666666667,jul,14.9
1805,8,1805-8-15 00:00:00,1805.625,aug,14.8
1805,9,1805-9-15 00:00:00,1805.7083333333333,sep,13.3
1805,10,1805-10-15 00:00:00,1805.7916666666667,oct,4.3
1805,11,1805-11-15 00:00:00,1805.875,nov,0
1805,12,1805-12-15 00:00:00,1805.9583333333333,dec,-0.2
1806,1,1806-1-15 00:00:00,1806.0416666666667,jan,1.9
1806,2,1806-2-15 00:00:00,1806.125,feb,1.4
1806,3,1806-3-15 00:00:00,1806.2083333333333,mar,2.6
1806,4,1806-4-15 00:00:00,1806.2916666666667,apr,4.5
1806,5,1806-5-15 00:00:00,1806.375,may,14
1806,6,1806-6-15 00:00:00,1806.4583333333333,jun,14.4
1806,7,1806-7-15 00:00:00,1806.5416666666667,jul,15.8
1806,8,1806-8-15 00:00:00,1806.625,aug,15.9
1806,9,1806-9-15 00:00:00,1806.7083333333333,sep,13.5
1806,10,1806-10-15 00:00:00,1806.7916666666667,oct,7.5
1806,11,1806-11-15 00:00:00,1806.875,nov,4.9
1806,12,1806-12-15 00:00:00,1806.9583333333333,dec,4.2
1807,1,1807-1-15 00:00:00,1807.0416666666667,jan,-1.2
1807,2,1807-2-15 00:00:00,1807.125,feb,1.2
1807,3,1807-3-15 00:00:00,1807.2083333333333,mar,-0.4
1807,4,1807-4-15 00:00:00,1807.2916666666667,apr,5.8
1807,5,1807-5-15 00:00:00,1807.375,may,13.2
1807,6,1807-6-15 00:00:00,1807.4583333333333,jun,14.5
1807,7,1807-7-15 00:00:00,1807.5416666666667,jul,18.4
1807,8,1807-8-15 00:00:00,1807.625,aug,20.7
1807,9,1807-9-15 00:00:00,1807.7083333333333,sep,11.4
1807,10,1807-10-15 00:00:00,1807.7916666666667,oct,9.2
1807,11,1807-11-15 00:00:00,1807.875,nov,3.8
1807,12,1807-12-15 00:00:00,1807.9583333333333,dec,-0.2
1808,1,1808-1-15 00:00:00,1808.0416666666667,jan,-1.3
1808,2,1808-2-15 00:00:00,1808.125,feb,-1.7
1808,3,1808-3-15 00:00:00,1808.2083333333333,mar,-2.1
1808,4,1808-4-15 00:00:00,1808.2916666666667,apr,4.9
1808,5,1808-5-15 00:00:00,1808.375,may,14.3
1808,6,1808-6-15 00:00:00,1808.4583333333333,jun,14.8
1808,7,1808-7-15 00:00:00,1808.5416666666667,jul,18.5
1808,8,1808-8-15 00:00:00,1808.625,aug,18.1
1808,9,1808-9-15 00:00:00,1808.7083333333333,sep,13.2
1808,10,1808-10-15 00:00:00,1808.7916666666667,oct,6.2
1808,11,1808-11-15 00:00:00,1808.875,nov,2.2
1808,12,1808-12-15 00:00:00,1808.9583333333333,dec,-4.9
1809,1,1809-1-15 00:00:00,1809.0416666666667,jan,-3.2
1809,2,1809-2-15 00:00:00,1809.125,feb,2.3
1809,3,1809-3-15 00:00:00,1809.2083333333333,mar,1.9
1809,4,1809-4-15 00:00:00,1809.2916666666667,apr,3.6
1809,5,1809-5-15 00:00:00,1809.375,may,13.3
1809,6,1809-6-15 00:00:00,1809.4583333333333,jun,14.6
1809,7,1809-7-15 00:00:00,1809.5416666666667,jul,16.2
1809,8,1809-8-15 00:00:00,1809.625,aug,16.6
1809,9,1809-9-15 00:00:00,1809.7083333333333,sep,12.6
1809,10,1809-10-15 00:00:00,1809.7916666666667,oct,6.4
1809,11,1809-11-15 00:00:00,1809.875,nov,1.8
1809,12,1809-12-15 00:00:00,1809.9583333333333,dec,1.3
1810,1,1810-1-15 00:00:00,1810.0416666666667,jan,-4.4
1810,2,1810-2-15 00:00:00,1810.125,feb,-2.6
1810,3,1810-3-15 00:00:00,1810.2083333333333,mar,3.4
1810,4,1810-4-15 00:00:00,1810.2916666666667,apr,6.4
1810,5,1810-5-15 00:00:00,1810.375,may,10.9
1810,6,1810-6-15 00:00:00,1810.4583333333333,jun,13.5
1810,7,1810-7-15 00:00:00,1810.5416666666667,jul,16.2
1810,8,1810-8-15 00:00:00,1810.625,aug,16.1
1810,9,1810-9-15 00:00:00,1810.7083333333333,sep,14.9
1810,10,1810-10-15 00:00:00,1810.7916666666667,oct,7.5
1810,11,1810-11-15 00:00:00,1810.875,nov,3.4
1810,12,1810-12-15 00:00:00,1810.9583333333333,dec,1.4
1811,1,1811-1-15 00:00:00,1811.0416666666667,jan,-5.6
1811,2,1811-2-15 00:00:00,1811.125,feb,0
1811,3,1811-3-15 00:00:00,1811.2083333333333,mar,4.8
1811,4,1811-4-15 00:00:00,1811.2916666666667,apr,6.9
1811,5,1811-5-15 00:00:00,1811.375,may,15.7
1811,6,1811-6-15 00:00:00,1811.4583333333333,jun,18.3
1811,7,1811-7-15 00:00:00,1811.5416666666667,jul,18.4
1811,8,1811-8-15 00:00:00,1811.625,aug,16.6
1811,9,1811-9-15 00:00:00,1811.7083333333333,sep,12.9
1811,10,1811-10-15 00:00:00,1811.7916666666667,oct,11.5
1811,11,1811-11-15 00:00:00,1811.875,nov,4.5
1811,12,1811-12-15 00:00:00,1811.9583333333333,dec,0.4
1812,1,1812-1-15 00:00:00,1812.0416666666667,jan,-3.6
1812,2,1812-2-15 00:00:00,1812.125,feb,0.7
1812,3,1812-3-15 00:00:00,1812.2083333333333,mar,1.8
1812,4,1812-4-15 00:00:00,1812.2916666666667,apr,5.2
1812,5,1812-5-15 00:00:00,1812.375,may,12.4
1812,6,1812-6-15 00:00:00,1812.4583333333333,jun,14.9
1812,7,1812-7-15 00:00:00,1812.5416666666667,jul,15
1812,8,1812-8-15 00:00:00,1812.625,aug,15.5
1812,9,1812-9-15 00:00:00,1812.7083333333333,sep,11.8
1812,10,1812-10-15 00:00:00,1812.7916666666667,oct,9.3
1812,11,1812-11-15 00:00:00,1812.875,nov,1
1812,12,1812-12-15 00:00:00,1812.9583333333333,dec,-5.6
1813,1,1813-1-15 00:00:00,1813.0416666666667,jan,-3.9
1813,2,1813-2-15 00:00:00,1813.125,feb,2.1
1813,3,1813-3-15 00:00:00,1813.2083333333333,mar,2.2
1813,4,1813-4-15 00:00:00,1813.2916666666667,apr,8.3
1813,5,1813-5-15 00:00:00,1813.375,may,12.5
1813,6,1813-6-15 00:00:00,1813.4583333333333,jun,14
1813,7,1813-7-15 00:00:00,1813.5416666666667,jul,15.4
1813,8,1813-8-15 00:00:00,1813.625,aug,14.7
1813,9,1813-9-15 00:00:00,1813.7083333333333,sep,11.7
1813,10,1813-10-15 00:00:00,1813.7916666666667,oct,7.3
1813,11,1813-11-15 00:00:00,1813.875,nov,2.5
1813,12,1813-12-15 00:00:00,1813.9583333333333,dec,-0.5
1814,1,1814-1-15 00:00:00,1814.0416666666667,jan,-4.2
1814,2,1814-2-15 00:00:00,1814.125,feb,-5.9
1814,3,1814-3-15 00:00:00,1814.2083333333333,mar,0
1814,4,1814-4-15 00:00:00,1814.2916666666667,apr,9.1
1814,5,1814-5-15 00:00:00,1814.375,may,9.5
1814,6,1814-6-15 00:00:00,1814.4583333333333,jun,13.3
1814,7,1814-7-15 00:00:00,1814.5416666666667,jul,17.5
1814,8,1814-8-15 00:00:00,1814.625,aug,15.6
1814,9,1814-9-15 00:00:00,1814.7083333333333,sep,10.9
1814,10,1814-10-15 00:00:00,1814.7916666666667,oct,6.5
1814,11,1814-11-15 00:00:00,1814.875,nov,3.5
1814,12,1814-12-15 00:00:00,1814.9583333333333,dec,1.6
1815,1,1815-1-15 00:00:00,1815.0416666666667,jan,-4.9
1815,2,1815-2-15 00:00:00,1815.125,feb,2
1815,3,1815-3-15 00:00:00,1815.2083333333333,mar,5
1815,4,1815-4-15 00:00:00,1815.2916666666667,apr,7.7
1815,5,1815-5-15 00:00:00,1815.375,may,12.9
1815,6,1815-6-15 00:00:00,1815.4583333333333,jun,15.3
1815,7,1815-7-15 00:00:00,1815.5416666666667,jul,14.6
1815,8,1815-8-15 00:00:00,1815.625,aug,15.1
1815,9,1815-9-15 00:00:00,1815.7083333333333,sep,12
1815,10,1815-10-15 00:00:00,1815.7916666666667,oct,8.4
1815,11,1815-11-15 00:00:00,1815.875,nov,1.5
1815,12,1815-12-15 00:00:00,1815.9583333333333,dec,-2.6
1816,1,1816-1-15 00:00:00,1816.0416666666667,jan,-0.7
1816,2,1816-2-15 00:00:00,1816.125,feb,-2.2
1816,3,1816-3-15 00:00:00,1816.2083333333333,mar,1.8
1816,4,1816-4-15 00:00:00,1816.2916666666667,apr,7
1816,5,1816-5-15 00:00:00,1816.375,may,10.2
1816,6,1816-6-15 00:00:00,1816.4583333333333,jun,13.3
1816,7,1816-7-15 00:00:00,1816.5416666666667,jul,14.7
1816,8,1816-8-15 00:00:00,1816.625,aug,14.1
1816,9,1816-9-15 00:00:00,1816.7083333333333,sep,11.7
1816,10,1816-10-15 00:00:00,1816.7916666666667,oct,7.3
1816,11,1816-11-15 00:00:00,1816.875,nov,0.9
1816,12,1816-12-15 00:00:00,1816.9583333333333,dec,-1.2
1817,1,1817-1-15 00:00:00,1817.0416666666667,jan,1.5
1817,2,1817-2-15 00:00:00,1817.125,feb,3.1
1817,3,1817-3-15 00:00:00,1817.2083333333333,mar,2.6
1817,4,1817-4-15 00:00:00,1817.2916666666667,apr,3.3
1817,5,1817-5-15 00:00:00,1817.375,may,11.3
1817,6,1817-6-15 00:00:00,1817.4583333333333,jun,16.8
1817,7,1817-7-15 00:00:00,1817.5416666666667,jul,15.7
1817,8,1817-8-15 00:00:00,1817.625,aug,15.7
1817,9,1817-9-15 00:00:00,1817.7083333333333,sep,14.4
1817,10,1817-10-15 00:00:00,1817.7916666666667,oct,5
1817,11,1817-11-15 00:00:00,1817.875,nov,4.9
1817,12,1817-12-15 00:00:00,1817.9583333333333,dec,-0.8
1818,1,1818-1-15 00:00:00,1818.0416666666667,jan,0.7
1818,2,1818-2-15 00:00:00,1818.125,feb,0.2
1818,3,1818-3-15 00:00:00,1818.2083333333333,mar,3.4
1818,4,1818-4-15 00:00:00,1818.2916666666667,apr,8.1
1818,5,1818-5-15 00:00:00,1818.375,may,10.9
1818,6,1818-6-15 00:00:00,1818.4583333333333,jun,16.4
1818,7,1818-7-15 00:00:00,1818.5416666666667,jul,17.5
1818,8,1818-8-15 00:00:00,1818.625,aug,15.6
1818,9,1818-9-15 00:00:00,1818.7083333333333,sep,12.9
1818,10,1818-10-15 00:00:00,1818.7916666666667,oct,7.8
1818,11,1818-11-15 00:00:00,1818.875,nov,4.2
1818,12,1818-12-15 00:00:00,1818.9583333333333,dec,-1.9
1819,1,1819-1-15 00:00:00,1819.0416666666667,jan,0.3
1819,2,1819-2-15 00:00:00,1819.125,feb,1.5
1819,3,1819-3-15 00:00:00,1819.2083333333333,mar,3.9
1819,4,1819-4-15 00:00:00,1819.2916666666667,apr,8.7
1819,5,1819-5-15 00:00:00,1819.375,may,12.8
1819,6,1819-6-15 00:00:00,1819.4583333333333,jun,16.5
1819,7,1819-7-15 00:00:00,1819.5416666666667,jul,17.8
1819,8,1819-8-15 00:00:00,1819.625,aug,17.3
1819,9,1819-9-15 00:00:00,1819.7083333333333,sep,13.8
1819,10,1819-10-15 00:00:00,1819.7916666666667,oct,7.6
1819,11,1819-11-15 00:00:00,1819.875,nov,2.3
1819,12,1819-12-15 00:00:00,1819.9583333333333,dec,-2.2
1820,1,1820-1-15 00:00:00,1820.0416666666667,jan,-5.2
1820,2,1820-2-15 00:00:00,1820.125,feb,-0.4
1820,3,1820-3-15 00:00:00,1820.2083333333333,mar,1.2
1820,4,1820-4-15 00:00:00,1820.2916666666667,apr,9.2
1820,5,1820-5-15 00:00:00,1820.375,may,13.3
1820,6,1820-6-15 00:00:00,1820.4583333333333,jun,13.5
1820,7,1820-7-15 00:00:00,1820.5416666666667,jul,15.3
1820,8,1820-8-15 00:00:00,1820.625,aug,18.1
1820,9,1820-9-15 00:00:00,1820.7083333333333,sep,11.8
1820,10,1820-10-15 00:00:00,1820.7916666666667,oct,7.8
1820,11,1820-11-15 00:00:00,1820.875,nov,1
1820,12,1820-12-15 00:00:00,1820.9583333333333,dec,-2
1821,1,1821-1-15 00:00:00,1821.0416666666667,jan,-0.2
1821,2,1821-2-15 00:00:00,1821.125,feb,-2
1821,3,1821-3-15 00:00:00,1821.2083333333333,mar,2.4
1821,4,1821-4-15 00:00:00,1821.2916666666667,apr,9.8
